wardcode,wardname,lganame,statename,year,month,ACLED_BRD_state,ACLED_BRD_nonstate,ACLED_BRD_total
10101,Arege,Abadam,Borno,2016,6,15.0,0.0,15.0
10101,Arege,Abadam,Borno,2016,7,26.0,0.0,26.0
10101,Arege,Abadam,Borno,2016,8,16.0,0.0,16.0
10101,Arege,Abadam,Borno,2016,11,14.0,0.0,14.0
10101,Arege,Abadam,Borno,2016,12,8.0,0.0,8.0
10101,Arege,Abadam,Borno,2017,1,49.0,0.0,49.0
10101,Arege,Abadam,Borno,2017,6,4.0,0.0,4.0
10101,Arege,Abadam,Borno,2017,7,2.0,0.0,2.0
10101,Arege,Abadam,Borno,2017,12,11.0,0.0,11.0
10101,Arege,Abadam,Borno,2018,1,83.0,0.0,83.0
10101,Arege,Abadam,Borno,2018,4,50.0,3.0,53.0
10101,Arege,Abadam,Borno,2018,7,15.0,0.0,15.0
10101,Arege,Abadam,Borno,2018,8,10.0,0.0,10.0
10101,Arege,Abadam,Borno,2018,10,134.0,0.0,134.0
10101,Arege,Abadam,Borno,2018,11,62.0,0.0,62.0
10101,Arege,Abadam,Borno,2019,2,10.0,0.0,10.0
10101,Arege,Abadam,Borno,2019,3,11.0,0.0,11.0
10101,Arege,Abadam,Borno,2019,4,6.0,0.0,6.0
10101,Arege,Abadam,Borno,2019,6,7.0,9.0,16.0
10101,Arege,Abadam,Borno,2019,12,0.0,15.0,15.0
10101,Arege,Abadam,Borno,2021,3,14.0,0.0,14.0
10101,Arege,Abadam,Borno,2021,4,5.0,0.0,5.0
10101,Arege,Abadam,Borno,2021,10,0.0,17.0,17.0
10101,Arege,Abadam,Borno,2021,12,0.0,6.0,6.0
10101,Arege,Abadam,Borno,2022,4,5.0,41.0,46.0
10101,Arege,Abadam,Borno,2022,5,0.0,4.0,4.0
10101,Arege,Abadam,Borno,2022,6,0.0,3.0,3.0
10101,Arege,Abadam,Borno,2022,10,3.0,0.0,3.0
10101,Arege,Abadam,Borno,2023,1,0.0,38.0,38.0
10101,Arege,Abadam,Borno,2023,2,0.0,3.0,3.0
10101,Arege,Abadam,Borno,2023,5,13.0,57.0,70.0
10101,Arege,Abadam,Borno,2023,6,6.0,0.0,6.0
10101,Arege,Abadam,Borno,2024,1,0.0,20.0,20.0
10101,Arege,Abadam,Borno,2024,4,0.0,20.0,20.0
10101,Arege,Abadam,Borno,2024,8,0.0,100.0,100.0
10101,Arege,Abadam,Borno,2024,12,10.0,15.0,25.0
10101,Arege,Abadam,Borno,2025,2,0.0,31.0,31.0
10101,Arege,Abadam,Borno,2025,3,0.0,20.0,20.0
10102,Banowa,Abadam,Borno,2018,6,20.0,0.0,20.0
10102,Banowa,Abadam,Borno,2019,12,10.0,0.0,10.0
10102,Banowa,Abadam,Borno,2020,3,3.0,0.0,3.0
10102,Banowa,Abadam,Borno,2020,4,3.0,0.0,3.0
10102,Banowa,Abadam,Borno,2020,7,3.0,0.0,3.0
10102,Banowa,Abadam,Borno,2022,2,1.0,0.0,1.0
10102,Banowa,Abadam,Borno,2024,1,12.0,0.0,12.0
10102,Banowa,Abadam,Borno,2024,5,3.0,0.0,3.0
10102,Banowa,Abadam,Borno,2024,11,10.0,0.0,10.0
10105,Jabullam,Abadam,Borno,2016,3,5.0,0.0,5.0
10105,Jabullam,Abadam,Borno,2020,5,0.0,25.0,25.0
10105,Jabullam,Abadam,Borno,2022,11,15.0,0.0,15.0
10106,Kessaa,Abadam,Borno,2013,8,18.0,0.0,18.0
10106,Kessaa,Abadam,Borno,2014,11,21.0,0.0,21.0
10106,Kessaa,Abadam,Borno,2015,4,0.0,9.0,9.0
10106,Kessaa,Abadam,Borno,2016,9,55.0,0.0,55.0
10106,Kessaa,Abadam,Borno,2016,11,19.0,0.0,19.0
10106,Kessaa,Abadam,Borno,2018,12,1.0,0.0,1.0
10106,Kessaa,Abadam,Borno,2019,2,14.0,0.0,14.0
10106,Kessaa,Abadam,Borno,2019,9,10.0,0.0,10.0
10106,Kessaa,Abadam,Borno,2019,11,30.0,0.0,30.0
10106,Kessaa,Abadam,Borno,2019,12,1.0,0.0,1.0
10106,Kessaa,Abadam,Borno,2020,6,14.0,0.0,14.0
10106,Kessaa,Abadam,Borno,2020,9,5.0,0.0,5.0
10106,Kessaa,Abadam,Borno,2020,10,23.0,0.0,23.0
10106,Kessaa,Abadam,Borno,2020,11,9.0,0.0,9.0
10106,Kessaa,Abadam,Borno,2020,12,3.0,0.0,3.0
10106,Kessaa,Abadam,Borno,2021,1,1.0,0.0,1.0
10106,Kessaa,Abadam,Borno,2021,2,6.0,0.0,6.0
10106,Kessaa,Abadam,Borno,2021,3,19.0,0.0,19.0
10106,Kessaa,Abadam,Borno,2021,4,1.0,0.0,1.0
10106,Kessaa,Abadam,Borno,2021,6,28.0,0.0,28.0
10106,Kessaa,Abadam,Borno,2021,8,25.0,0.0,25.0
10106,Kessaa,Abadam,Borno,2021,10,20.0,0.0,20.0
10106,Kessaa,Abadam,Borno,2021,11,3.0,0.0,3.0
10106,Kessaa,Abadam,Borno,2021,12,38.0,0.0,38.0
10106,Kessaa,Abadam,Borno,2022,2,20.0,0.0,20.0
10106,Kessaa,Abadam,Borno,2022,4,1.0,0.0,1.0
10106,Kessaa,Abadam,Borno,2022,10,3.0,0.0,3.0
10106,Kessaa,Abadam,Borno,2022,11,38.0,3.0,41.0
10106,Kessaa,Abadam,Borno,2022,12,1.0,0.0,1.0
10106,Kessaa,Abadam,Borno,2023,4,1.0,0.0,1.0
10106,Kessaa,Abadam,Borno,2023,5,3.0,3.0,6.0
10106,Kessaa,Abadam,Borno,2023,7,3.0,0.0,3.0
10106,Kessaa,Abadam,Borno,2023,10,3.0,0.0,3.0
10106,Kessaa,Abadam,Borno,2024,1,3.0,0.0,3.0
10106,Kessaa,Abadam,Borno,2024,4,0.0,20.0,20.0
10106,Kessaa,Abadam,Borno,2024,5,5.0,4.0,9.0
10106,Kessaa,Abadam,Borno,2024,9,0.0,23.0,23.0
10106,Kessaa,Abadam,Borno,2024,12,44.0,0.0,44.0
10106,Kessaa,Abadam,Borno,2025,2,0.0,12.0,12.0
10106,Kessaa,Abadam,Borno,2025,5,10.0,0.0,10.0
10106,Kessaa,Abadam,Borno,2025,6,10.0,0.0,10.0
10106,Kessaa,Abadam,Borno,2025,7,10.0,9.0,19.0
10107,Kudokurgo,Abadam,Borno,2023,11,2.0,2.0,4.0
10109,Yawa,Abadam,Borno,2013,12,35.0,0.0,35.0
10109,Yawa,Abadam,Borno,2014,10,0.0,10.0,10.0
10109,Yawa,Abadam,Borno,2014,11,0.0,48.0,48.0
10109,Yawa,Abadam,Borno,2015,3,50.0,0.0,50.0
10109,Yawa,Abadam,Borno,2015,12,0.0,6.0,6.0
10109,Yawa,Abadam,Borno,2017,1,37.0,0.0,37.0
10109,Yawa,Abadam,Borno,2017,2,10.0,0.0,10.0
10109,Yawa,Abadam,Borno,2017,12,10.0,0.0,10.0
10109,Yawa,Abadam,Borno,2018,1,24.0,0.0,24.0
10109,Yawa,Abadam,Borno,2018,4,10.0,0.0,10.0
10109,Yawa,Abadam,Borno,2018,9,7.0,0.0,7.0
10109,Yawa,Abadam,Borno,2019,1,10.0,0.0,10.0
10109,Yawa,Abadam,Borno,2019,3,13.0,0.0,13.0
10109,Yawa,Abadam,Borno,2019,5,10.0,0.0,10.0
10109,Yawa,Abadam,Borno,2019,9,10.0,0.0,10.0
10109,Yawa,Abadam,Borno,2019,12,41.0,0.0,41.0
10109,Yawa,Abadam,Borno,2020,1,0.0,10.0,10.0
10109,Yawa,Abadam,Borno,2020,5,27.0,0.0,27.0
10109,Yawa,Abadam,Borno,2021,2,0.0,12.0,12.0
10109,Yawa,Abadam,Borno,2021,12,21.0,0.0,21.0
10109,Yawa,Abadam,Borno,2022,2,0.0,3.0,3.0
10109,Yawa,Abadam,Borno,2022,3,0.0,20.0,20.0
10109,Yawa,Abadam,Borno,2022,4,5.0,0.0,5.0
10109,Yawa,Abadam,Borno,2022,7,21.0,0.0,21.0
10109,Yawa,Abadam,Borno,2022,8,3.0,0.0,3.0
10109,Yawa,Abadam,Borno,2022,12,0.0,30.0,30.0
10109,Yawa,Abadam,Borno,2023,6,20.0,0.0,20.0
10109,Yawa,Abadam,Borno,2023,9,20.0,0.0,20.0
10109,Yawa,Abadam,Borno,2024,1,31.0,0.0,31.0
10109,Yawa,Abadam,Borno,2024,3,10.0,0.0,10.0
10109,Yawa,Abadam,Borno,2024,5,3.0,0.0,3.0
10109,Yawa,Abadam,Borno,2024,8,20.0,0.0,20.0
10109,Yawa,Abadam,Borno,2025,4,10.0,0.0,10.0
10110,Yituwa,Abadam,Borno,2015,11,4.0,0.0,4.0
10110,Yituwa,Abadam,Borno,2019,2,10.0,0.0,10.0
10110,Yituwa,Abadam,Borno,2019,6,17.0,0.0,17.0
10110,Yituwa,Abadam,Borno,2021,8,0.0,27.0,27.0
10110,Yituwa,Abadam,Borno,2022,2,1.0,0.0,1.0
10110,Yituwa,Abadam,Borno,2022,4,7.0,0.0,7.0
10110,Yituwa,Abadam,Borno,2023,5,0.0,3.0,3.0
10110,Yituwa,Abadam,Borno,2024,12,0.0,5.0,5.0
10111,Busuna,Abadam,Borno,2019,2,2.0,0.0,2.0
10201,Askira East,Askira Uba,Borno,2000,11,0.0,3.0,3.0
10201,Askira East,Askira Uba,Borno,2012,3,4.0,0.0,4.0
10201,Askira East,Askira Uba,Borno,2013,11,0.0,7.0,7.0
10201,Askira East,Askira Uba,Borno,2014,6,0.0,17.0,17.0
10201,Askira East,Askira Uba,Borno,2015,1,0.0,10.0,10.0
10201,Askira East,Askira Uba,Borno,2015,2,0.0,10.0,10.0
10201,Askira East,Askira Uba,Borno,2015,4,1.0,0.0,1.0
10201,Askira East,Askira Uba,Borno,2015,7,0.0,10.0,10.0
10201,Askira East,Askira Uba,Borno,2015,8,1.0,17.0,18.0
10201,Askira East,Askira Uba,Borno,2015,9,0.0,30.0,30.0
10201,Askira East,Askira Uba,Borno,2016,11,0.0,2.0,2.0
10201,Askira East,Askira Uba,Borno,2017,1,0.0,3.0,3.0
10201,Askira East,Askira Uba,Borno,2017,2,0.0,4.0,4.0
10201,Askira East,Askira Uba,Borno,2020,1,3.0,0.0,3.0
10201,Askira East,Askira Uba,Borno,2020,5,0.0,8.0,8.0
10201,Askira East,Askira Uba,Borno,2020,12,1.0,0.0,1.0
10201,Askira East,Askira Uba,Borno,2021,2,34.0,0.0,34.0
10201,Askira East,Askira Uba,Borno,2021,3,0.0,1.0,1.0
10201,Askira East,Askira Uba,Borno,2021,11,54.0,0.0,54.0
10201,Askira East,Askira Uba,Borno,2022,2,0.0,3.0,3.0
10201,Askira East,Askira Uba,Borno,2022,4,0.0,1.0,1.0
10201,Askira East,Askira Uba,Borno,2023,3,2.0,0.0,2.0
10201,Askira East,Askira Uba,Borno,2023,4,2.0,0.0,2.0
10201,Askira East,Askira Uba,Borno,2023,10,0.0,1.0,1.0
10202,Dille Huyim,Askira Uba,Borno,2014,5,0.0,12.0,12.0
10202,Dille Huyim,Askira Uba,Borno,2014,7,0.0,69.0,69.0
10202,Dille Huyim,Askira Uba,Borno,2015,4,0.0,20.0,20.0
10202,Dille Huyim,Askira Uba,Borno,2015,6,0.0,15.0,15.0
10202,Dille Huyim,Askira Uba,Borno,2015,7,21.0,0.0,21.0
10202,Dille Huyim,Askira Uba,Borno,2016,3,0.0,5.0,5.0
10202,Dille Huyim,Askira Uba,Borno,2016,11,0.0,26.0,26.0
10202,Dille Huyim,Askira Uba,Borno,2023,6,1.0,0.0,1.0
10202,Dille Huyim,Askira Uba,Borno,2023,12,1.0,0.0,1.0
10205,Lassa,Askira Uba,Borno,2013,2,3.0,0.0,3.0
10205,Lassa,Askira Uba,Borno,2014,11,0.0,10.0,10.0
10205,Lassa,Askira Uba,Borno,2019,3,0.0,14.0,14.0
10205,Lassa,Askira Uba,Borno,2019,11,3.0,0.0,3.0
10205,Lassa,Askira Uba,Borno,2021,7,3.0,0.0,3.0
10205,Lassa,Askira Uba,Borno,2022,6,3.0,0.0,3.0
10206,Mussa,Askira Uba,Borno,2015,7,0.0,29.0,29.0
10206,Mussa,Askira Uba,Borno,2016,3,10.0,0.0,10.0
10206,Mussa,Askira Uba,Borno,2017,5,0.0,1.0,1.0
10206,Mussa,Askira Uba,Borno,2020,6,1.0,0.0,1.0
10206,Mussa,Askira Uba,Borno,2020,7,0.0,3.0,3.0
10206,Mussa,Askira Uba,Borno,2020,8,0.0,2.0,2.0
10206,Mussa,Askira Uba,Borno,2021,12,4.0,0.0,4.0
10206,Mussa,Askira Uba,Borno,2023,10,3.0,0.0,3.0
10206,Mussa,Askira Uba,Borno,2025,5,2.0,0.0,2.0
10207,Ngohi,Askira Uba,Borno,2012,2,0.0,1.0,1.0
10207,Ngohi,Askira Uba,Borno,2012,11,0.0,5.0,5.0
10207,Ngohi,Askira Uba,Borno,2021,12,0.0,25.0,25.0
10208,Ngulde,Askira Uba,Borno,2012,12,0.0,2.0,2.0
10208,Ngulde,Askira Uba,Borno,2014,8,4.0,0.0,4.0
10208,Ngulde,Askira Uba,Borno,2017,6,2.0,0.0,2.0
10208,Ngulde,Askira Uba,Borno,2022,9,0.0,5.0,5.0
10208,Ngulde,Askira Uba,Borno,2024,12,3.0,0.0,3.0
10209,Ngurthavu Kopa,Askira Uba,Borno,2014,6,5.0,8.0,13.0
10209,Ngurthavu Kopa,Askira Uba,Borno,2015,7,0.0,15.0,15.0
10209,Ngurthavu Kopa,Askira Uba,Borno,2017,11,0.0,2.0,2.0
10209,Ngurthavu Kopa,Askira Uba,Borno,2020,12,1.0,0.0,1.0
10210,Rumirgo Chul,Askira Uba,Borno,2015,2,0.0,13.0,13.0
10210,Rumirgo Chul,Askira Uba,Borno,2020,2,0.0,10.0,10.0
10210,Rumirgo Chul,Askira Uba,Borno,2020,4,0.0,3.0,3.0
10211,Uba,Askira Uba,Borno,2014,10,0.0,5.0,5.0
10211,Uba,Askira Uba,Borno,2015,1,12.0,0.0,12.0
10211,Uba,Askira Uba,Borno,2018,5,0.0,1.0,1.0
10211,Uba,Askira Uba,Borno,2024,3,0.0,3.0,3.0
10213,Wamdeo Giwi,Askira Uba,Borno,2020,4,0.0,2.0,2.0
10213,Wamdeo Giwi,Askira Uba,Borno,2020,5,0.0,3.0,3.0
10213,Wamdeo Giwi,Askira Uba,Borno,2024,1,0.0,1.0,1.0
10301,Abbaram,Bama,Borno,2018,11,0.0,1.0,1.0
10301,Abbaram,Bama,Borno,2020,1,2.0,0.0,2.0
10301,Abbaram,Bama,Borno,2022,6,49.0,0.0,49.0
10301,Abbaram,Bama,Borno,2022,9,100.0,29.0,129.0
10301,Abbaram,Bama,Borno,2022,12,28.0,0.0,28.0
10301,Abbaram,Bama,Borno,2023,9,5.0,0.0,5.0
10301,Abbaram,Bama,Borno,2025,5,5.0,0.0,5.0
10302,Amchaka,Bama,Borno,2016,4,3.0,0.0,3.0
10302,Amchaka,Bama,Borno,2023,3,1.0,0.0,1.0
10302,Amchaka,Bama,Borno,2024,9,6.0,0.0,6.0
10303,Andara,Bama,Borno,2016,4,7.0,0.0,7.0
10303,Andara,Bama,Borno,2022,11,16.0,0.0,16.0
10303,Andara,Bama,Borno,2025,7,2.0,0.0,2.0
10304,Kumshe,Bama,Borno,2012,5,2.0,0.0,2.0
10304,Kumshe,Bama,Borno,2016,2,23.0,0.0,23.0
10304,Kumshe,Bama,Borno,2017,11,3.0,0.0,3.0
10304,Kumshe,Bama,Borno,2018,10,2.0,0.0,2.0
10304,Kumshe,Bama,Borno,2019,1,1.0,0.0,1.0
10304,Kumshe,Bama,Borno,2020,4,4.0,0.0,4.0
10304,Kumshe,Bama,Borno,2020,9,20.0,0.0,20.0
10304,Kumshe,Bama,Borno,2020,12,10.0,0.0,10.0
10304,Kumshe,Bama,Borno,2021,6,6.0,0.0,6.0
10304,Kumshe,Bama,Borno,2021,10,5.0,0.0,5.0
10304,Kumshe,Bama,Borno,2021,12,7.0,0.0,7.0
10304,Kumshe,Bama,Borno,2022,10,24.0,0.0,24.0
10304,Kumshe,Bama,Borno,2024,5,0.0,1.0,1.0
10304,Kumshe,Bama,Borno,2025,5,3.0,0.0,3.0
10305,Banki,Bama,Borno,2001,10,0.0,7.0,7.0
10305,Banki,Bama,Borno,2012,4,0.0,25.0,25.0
10305,Banki,Bama,Borno,2013,9,0.0,3.0,3.0
10305,Banki,Bama,Borno,2013,10,4.0,0.0,4.0
10305,Banki,Bama,Borno,2014,1,6.0,0.0,6.0
10305,Banki,Bama,Borno,2014,7,16.0,0.0,16.0
10305,Banki,Bama,Borno,2014,8,10.0,0.0,10.0
10305,Banki,Bama,Borno,2015,9,10.0,0.0,10.0
10305,Banki,Bama,Borno,2016,3,14.0,0.0,14.0
10305,Banki,Bama,Borno,2016,4,3.0,7.0,10.0
10305,Banki,Bama,Borno,2017,1,0.0,1.0,1.0
10305,Banki,Bama,Borno,2017,9,10.0,11.0,21.0
10305,Banki,Bama,Borno,2017,10,24.0,0.0,24.0
10305,Banki,Bama,Borno,2018,2,1.0,0.0,1.0
10305,Banki,Bama,Borno,2018,6,2.0,4.0,6.0
10305,Banki,Bama,Borno,2018,8,5.0,0.0,5.0
10305,Banki,Bama,Borno,2019,1,2.0,0.0,2.0
10305,Banki,Bama,Borno,2019,2,4.0,0.0,4.0
10305,Banki,Bama,Borno,2019,3,10.0,0.0,10.0
10305,Banki,Bama,Borno,2019,9,3.0,0.0,3.0
10305,Banki,Bama,Borno,2019,10,3.0,2.0,5.0
10305,Banki,Bama,Borno,2019,11,2.0,0.0,2.0
10305,Banki,Bama,Borno,2019,12,0.0,3.0,3.0
10305,Banki,Bama,Borno,2020,1,6.0,0.0,6.0
10305,Banki,Bama,Borno,2020,3,6.0,0.0,6.0
10305,Banki,Bama,Borno,2020,4,0.0,2.0,2.0
10305,Banki,Bama,Borno,2020,5,37.0,0.0,37.0
10305,Banki,Bama,Borno,2020,6,3.0,1.0,4.0
10305,Banki,Bama,Borno,2020,7,10.0,0.0,10.0
10305,Banki,Bama,Borno,2021,2,3.0,0.0,3.0
10305,Banki,Bama,Borno,2021,6,14.0,0.0,14.0
10305,Banki,Bama,Borno,2021,7,6.0,0.0,6.0
10305,Banki,Bama,Borno,2021,12,0.0,10.0,10.0
10305,Banki,Bama,Borno,2022,1,1.0,3.0,4.0
10305,Banki,Bama,Borno,2022,6,11.0,0.0,11.0
10305,Banki,Bama,Borno,2022,9,1.0,1.0,2.0
10305,Banki,Bama,Borno,2022,10,6.0,1.0,7.0
10305,Banki,Bama,Borno,2022,12,0.0,1.0,1.0
10305,Banki,Bama,Borno,2023,2,8.0,0.0,8.0
10305,Banki,Bama,Borno,2023,3,3.0,0.0,3.0
10305,Banki,Bama,Borno,2023,6,6.0,0.0,6.0
10305,Banki,Bama,Borno,2023,7,0.0,1.0,1.0
10305,Banki,Bama,Borno,2023,8,5.0,2.0,7.0
10305,Banki,Bama,Borno,2023,9,3.0,1.0,4.0
10305,Banki,Bama,Borno,2023,10,4.0,0.0,4.0
10305,Banki,Bama,Borno,2023,11,3.0,0.0,3.0
10305,Banki,Bama,Borno,2024,4,1.0,0.0,1.0
10305,Banki,Bama,Borno,2024,7,17.0,0.0,17.0
10305,Banki,Bama,Borno,2024,9,2.0,0.0,2.0
10305,Banki,Bama,Borno,2024,10,1.0,0.0,1.0
10306,Bogomari,Bama,Borno,2013,9,0.0,6.0,6.0
10306,Bogomari,Bama,Borno,2013,10,0.0,27.0,27.0
10306,Bogomari,Bama,Borno,2014,8,17.0,0.0,17.0
10306,Bogomari,Bama,Borno,2016,3,9.0,0.0,9.0
10306,Bogomari,Bama,Borno,2016,4,2.0,0.0,2.0
10306,Bogomari,Bama,Borno,2017,11,14.0,0.0,14.0
10306,Bogomari,Bama,Borno,2017,12,10.0,0.0,10.0
10306,Bogomari,Bama,Borno,2018,9,0.0,4.0,4.0
10306,Bogomari,Bama,Borno,2022,4,7.0,22.0,29.0
10306,Bogomari,Bama,Borno,2022,8,7.0,0.0,7.0
10306,Bogomari,Bama,Borno,2022,10,20.0,0.0,20.0
10306,Bogomari,Bama,Borno,2023,4,35.0,0.0,35.0
10306,Bogomari,Bama,Borno,2023,12,20.0,0.0,20.0
10306,Bogomari,Bama,Borno,2024,3,1.0,0.0,1.0
10306,Bogomari,Bama,Borno,2024,9,2.0,0.0,2.0
10306,Bogomari,Bama,Borno,2025,7,3.0,0.0,3.0
10307,Dipchari,Bama,Borno,2016,6,4.0,0.0,4.0
10307,Dipchari,Bama,Borno,2016,8,10.0,0.0,10.0
10307,Dipchari,Bama,Borno,2017,11,3.0,0.0,3.0
10307,Dipchari,Bama,Borno,2018,2,7.0,0.0,7.0
10307,Dipchari,Bama,Borno,2019,12,1.0,0.0,1.0
10307,Dipchari,Bama,Borno,2020,4,3.0,0.0,3.0
10307,Dipchari,Bama,Borno,2020,6,2.0,0.0,2.0
10307,Dipchari,Bama,Borno,2020,11,1.0,0.0,1.0
10307,Dipchari,Bama,Borno,2021,6,5.0,0.0,5.0
10307,Dipchari,Bama,Borno,2022,4,6.0,0.0,6.0
10307,Dipchari,Bama,Borno,2022,10,10.0,0.0,10.0
10307,Dipchari,Bama,Borno,2023,6,5.0,0.0,5.0
10307,Dipchari,Bama,Borno,2023,8,1.0,0.0,1.0
10307,Dipchari,Bama,Borno,2024,5,1.0,2.0,3.0
10307,Dipchari,Bama,Borno,2024,6,4.0,0.0,4.0
10307,Dipchari,Bama,Borno,2024,10,1.0,0.0,1.0
10307,Dipchari,Bama,Borno,2025,3,9.0,0.0,9.0
10308,Goniri,Bama,Borno,2020,10,5.0,0.0,5.0
10308,Goniri,Bama,Borno,2020,11,10.0,0.0,10.0
10308,Goniri,Bama,Borno,2022,6,0.0,13.0,13.0
10308,Goniri,Bama,Borno,2022,8,6.0,0.0,6.0
10308,Goniri,Bama,Borno,2024,11,12.0,0.0,12.0
10308,Goniri,Bama,Borno,2025,6,0.0,1.0,1.0
10309,Gulumba,Bama,Borno,2014,3,0.0,42.0,42.0
10309,Gulumba,Bama,Borno,2015,3,3.0,0.0,3.0
10309,Gulumba,Bama,Borno,2015,6,0.0,2.0,2.0
10309,Gulumba,Bama,Borno,2015,7,6.0,0.0,6.0
10309,Gulumba,Bama,Borno,2015,10,0.0,8.0,8.0
10309,Gulumba,Bama,Borno,2016,3,9.0,0.0,9.0
10309,Gulumba,Bama,Borno,2018,7,3.0,0.0,3.0
10309,Gulumba,Bama,Borno,2018,12,9.0,0.0,9.0
10309,Gulumba,Bama,Borno,2019,7,6.0,10.0,16.0
10309,Gulumba,Bama,Borno,2019,10,3.0,7.0,10.0
10309,Gulumba,Bama,Borno,2020,1,10.0,0.0,10.0
10309,Gulumba,Bama,Borno,2020,8,10.0,0.0,10.0
10309,Gulumba,Bama,Borno,2020,9,0.0,3.0,3.0
10309,Gulumba,Bama,Borno,2020,10,14.0,0.0,14.0
10309,Gulumba,Bama,Borno,2020,11,2.0,0.0,2.0
10309,Gulumba,Bama,Borno,2020,12,0.0,1.0,1.0
10309,Gulumba,Bama,Borno,2021,2,2.0,3.0,5.0
10309,Gulumba,Bama,Borno,2021,3,2.0,0.0,2.0
10309,Gulumba,Bama,Borno,2021,7,6.0,0.0,6.0
10309,Gulumba,Bama,Borno,2022,4,3.0,0.0,3.0
10309,Gulumba,Bama,Borno,2022,9,0.0,1.0,1.0
10309,Gulumba,Bama,Borno,2023,2,4.0,1.0,5.0
10309,Gulumba,Bama,Borno,2023,4,3.0,0.0,3.0
10309,Gulumba,Bama,Borno,2023,8,5.0,1.0,6.0
10309,Gulumba,Bama,Borno,2024,7,9.0,0.0,9.0
10309,Gulumba,Bama,Borno,2024,8,5.0,0.0,5.0
10311,Shehuri,Bama,Borno,2004,9,6.0,0.0,6.0
10311,Shehuri,Bama,Borno,2010,9,0.0,1.0,1.0
10311,Shehuri,Bama,Borno,2012,3,1.0,0.0,1.0
10311,Shehuri,Bama,Borno,2012,9,0.0,1.0,1.0
10311,Shehuri,Bama,Borno,2012,12,0.0,5.0,5.0
10311,Shehuri,Bama,Borno,2013,2,1.0,0.0,1.0
10311,Shehuri,Bama,Borno,2013,4,17.0,5.0,22.0
10311,Shehuri,Bama,Borno,2013,5,38.0,3.0,41.0
10311,Shehuri,Bama,Borno,2013,6,0.0,5.0,5.0
10311,Shehuri,Bama,Borno,2013,7,7.0,0.0,7.0
10311,Shehuri,Bama,Borno,2013,8,18.0,18.0,36.0
10311,Shehuri,Bama,Borno,2013,9,0.0,4.0,4.0
10311,Shehuri,Bama,Borno,2013,10,43.0,14.0,57.0
10311,Shehuri,Bama,Borno,2013,11,7.0,0.0,7.0
10311,Shehuri,Bama,Borno,2013,12,35.0,0.0,35.0
10311,Shehuri,Bama,Borno,2014,2,50.0,50.0,100.0
10311,Shehuri,Bama,Borno,2014,4,0.0,60.0,60.0
10311,Shehuri,Bama,Borno,2014,5,0.0,5.0,5.0
10311,Shehuri,Bama,Borno,2014,7,35.0,60.0,95.0
10311,Shehuri,Bama,Borno,2014,8,0.0,10.0,10.0
10311,Shehuri,Bama,Borno,2014,9,70.0,0.0,70.0
10311,Shehuri,Bama,Borno,2014,12,0.0,10.0,10.0
10311,Shehuri,Bama,Borno,2015,3,20.0,12.0,32.0
10311,Shehuri,Bama,Borno,2015,8,13.0,0.0,13.0
10311,Shehuri,Bama,Borno,2015,11,10.0,0.0,10.0
10311,Shehuri,Bama,Borno,2016,2,3.0,0.0,3.0
10311,Shehuri,Bama,Borno,2016,4,15.0,0.0,15.0
10311,Shehuri,Bama,Borno,2016,5,58.0,0.0,58.0
10311,Shehuri,Bama,Borno,2016,6,10.0,0.0,10.0
10311,Shehuri,Bama,Borno,2016,8,3.0,0.0,3.0
10311,Shehuri,Bama,Borno,2016,9,7.0,0.0,7.0
10311,Shehuri,Bama,Borno,2016,11,2.0,0.0,2.0
10311,Shehuri,Bama,Borno,2017,2,0.0,6.0,6.0
10311,Shehuri,Bama,Borno,2017,3,0.0,24.0,24.0
10311,Shehuri,Bama,Borno,2017,4,4.0,0.0,4.0
10311,Shehuri,Bama,Borno,2017,8,14.0,0.0,14.0
10311,Shehuri,Bama,Borno,2017,9,5.0,0.0,5.0
10311,Shehuri,Bama,Borno,2017,10,9.0,0.0,9.0
10311,Shehuri,Bama,Borno,2017,11,26.0,0.0,26.0
10311,Shehuri,Bama,Borno,2017,12,1.0,0.0,1.0
10311,Shehuri,Bama,Borno,2018,4,3.0,4.0,7.0
10311,Shehuri,Bama,Borno,2018,5,12.0,0.0,12.0
10311,Shehuri,Bama,Borno,2018,6,3.0,0.0,3.0
10311,Shehuri,Bama,Borno,2018,7,62.0,0.0,62.0
10311,Shehuri,Bama,Borno,2019,1,0.0,1.0,1.0
10311,Shehuri,Bama,Borno,2019,6,10.0,0.0,10.0
10311,Shehuri,Bama,Borno,2019,7,10.0,0.0,10.0
10311,Shehuri,Bama,Borno,2019,12,2.0,0.0,2.0
10311,Shehuri,Bama,Borno,2020,1,17.0,0.0,17.0
10311,Shehuri,Bama,Borno,2020,2,2.0,0.0,2.0
10311,Shehuri,Bama,Borno,2020,5,45.0,0.0,45.0
10311,Shehuri,Bama,Borno,2020,6,13.0,0.0,13.0
10311,Shehuri,Bama,Borno,2020,7,10.0,0.0,10.0
10311,Shehuri,Bama,Borno,2020,8,2.0,0.0,2.0
10311,Shehuri,Bama,Borno,2020,9,1.0,0.0,1.0
10311,Shehuri,Bama,Borno,2020,11,1.0,0.0,1.0
10311,Shehuri,Bama,Borno,2021,1,10.0,0.0,10.0
10311,Shehuri,Bama,Borno,2021,8,0.0,1.0,1.0
10311,Shehuri,Bama,Borno,2021,9,0.0,48.0,48.0
