wardcode,wardname,lganame,statename,year,month,ACLED_BRD_state,ACLED_BRD_nonstate,ACLED_BRD_total
61302,Gatawa,Sabon Birni,Sokoto,2021,9,17.0,20.0,37.0
61302,Gatawa,Sabon Birni,Sokoto,2021,11,0.0,3.0,3.0
61302,Gatawa,Sabon Birni,Sokoto,2022,3,0.0,6.0,6.0
61302,Gatawa,Sabon Birni,Sokoto,2022,12,0.0,4.0,4.0
61302,Gatawa,Sabon Birni,Sokoto,2023,5,0.0,7.0,7.0
61302,Gatawa,Sabon Birni,Sokoto,2024,7,1.0,0.0,1.0
61302,Gatawa,Sabon Birni,Sokoto,2024,10,0.0,4.0,4.0
61302,Gatawa,Sabon Birni,Sokoto,2024,11,1.0,0.0,1.0
61303,Kalgo,Sabon Birni,Sokoto,2024,10,0.0,3.0,3.0
61304,Kurawa,Sabon Birni,Sokoto,2021,7,0.0,3.0,3.0
61304,Kurawa,Sabon Birni,Sokoto,2021,11,3.0,0.0,3.0
61304,Kurawa,Sabon Birni,Sokoto,2021,12,0.0,3.0,3.0
61304,Kurawa,Sabon Birni,Sokoto,2022,12,0.0,3.0,3.0
61304,Kurawa,Sabon Birni,Sokoto,2024,3,0.0,1.0,1.0
61304,Kurawa,Sabon Birni,Sokoto,2024,5,0.0,4.0,4.0
61304,Kurawa,Sabon Birni,Sokoto,2024,9,0.0,1.0,1.0
61304,Kurawa,Sabon Birni,Sokoto,2024,10,0.0,4.0,4.0
61304,Kurawa,Sabon Birni,Sokoto,2024,11,0.0,1.0,1.0
61304,Kurawa,Sabon Birni,Sokoto,2024,12,0.0,1.0,1.0
61305,Lajinge,Sabon Birni,Sokoto,2023,6,0.0,1.0,1.0
61305,Lajinge,Sabon Birni,Sokoto,2024,8,0.0,2.0,2.0
61305,Lajinge,Sabon Birni,Sokoto,2024,12,0.0,35.0,35.0
61306,Makuwana,Sabon Birni,Sokoto,2024,9,0.0,3.0,3.0
61307,Sabon Birni,Sabon Birni,Sokoto,2020,5,2.0,0.0,2.0
61307,Sabon Birni,Sabon Birni,Sokoto,2020,7,5.0,0.0,5.0
61307,Sabon Birni,Sabon Birni,Sokoto,2021,2,0.0,1.0,1.0
61307,Sabon Birni,Sabon Birni,Sokoto,2021,3,0.0,15.0,15.0
61307,Sabon Birni,Sabon Birni,Sokoto,2021,5,0.0,4.0,4.0
61307,Sabon Birni,Sabon Birni,Sokoto,2021,8,0.0,18.0,18.0
61307,Sabon Birni,Sabon Birni,Sokoto,2021,11,8.0,15.0,23.0
61307,Sabon Birni,Sabon Birni,Sokoto,2021,12,0.0,25.0,25.0
61307,Sabon Birni,Sabon Birni,Sokoto,2022,2,0.0,2.0,2.0
61307,Sabon Birni,Sabon Birni,Sokoto,2022,12,13.0,4.0,17.0
61307,Sabon Birni,Sabon Birni,Sokoto,2023,3,3.0,0.0,3.0
61307,Sabon Birni,Sabon Birni,Sokoto,2023,7,0.0,1.0,1.0
61307,Sabon Birni,Sabon Birni,Sokoto,2024,1,0.0,2.0,2.0
61307,Sabon Birni,Sabon Birni,Sokoto,2024,4,0.0,3.0,3.0
61307,Sabon Birni,Sabon Birni,Sokoto,2024,6,0.0,3.0,3.0
61307,Sabon Birni,Sabon Birni,Sokoto,2024,11,10.0,2.0,12.0
61307,Sabon Birni,Sabon Birni,Sokoto,2024,12,0.0,8.0,8.0
61307,Sabon Birni,Sabon Birni,Sokoto,2025,5,0.0,5.0,5.0
61307,Sabon Birni,Sabon Birni,Sokoto,2025,7,0.0,1.0,1.0
61308,Takatsaba,Sabon Birni,Sokoto,2021,8,0.0,3.0,3.0
61309,Tarah,Sabon Birni,Sokoto,2021,3,0.0,13.0,13.0
61309,Tarah,Sabon Birni,Sokoto,2021,8,0.0,2.0,2.0
61309,Tarah,Sabon Birni,Sokoto,2021,11,0.0,4.0,4.0
61309,Tarah,Sabon Birni,Sokoto,2024,5,0.0,3.0,3.0
61309,Tarah,Sabon Birni,Sokoto,2024,9,0.0,2.0,2.0
61309,Tarah,Sabon Birni,Sokoto,2024,10,0.0,5.0,5.0
61309,Tarah,Sabon Birni,Sokoto,2024,12,0.0,1.0,1.0
61310,Tsamaye,Sabon Birni,Sokoto,2020,5,0.0,74.0,74.0
61310,Tsamaye,Sabon Birni,Sokoto,2021,11,0.0,3.0,3.0
61310,Tsamaye,Sabon Birni,Sokoto,2022,5,0.0,2.0,2.0
61310,Tsamaye,Sabon Birni,Sokoto,2023,8,0.0,1.0,1.0
61310,Tsamaye,Sabon Birni,Sokoto,2024,7,0.0,2.0,2.0
61310,Tsamaye,Sabon Birni,Sokoto,2024,8,0.0,4.0,4.0
61310,Tsamaye,Sabon Birni,Sokoto,2024,12,0.0,1.0,1.0
61311,Unguwar Lalle,Sabon Birni,Sokoto,2021,7,2.0,0.0,2.0
61311,Unguwar Lalle,Sabon Birni,Sokoto,2021,10,0.0,20.0,20.0
61311,Unguwar Lalle,Sabon Birni,Sokoto,2021,11,0.0,1.0,1.0
61311,Unguwar Lalle,Sabon Birni,Sokoto,2022,7,0.0,2.0,2.0
61311,Unguwar Lalle,Sabon Birni,Sokoto,2024,12,0.0,2.0,2.0
61311,Unguwar Lalle,Sabon Birni,Sokoto,2025,1,10.0,0.0,10.0
61311,Unguwar Lalle,Sabon Birni,Sokoto,2025,2,0.0,6.0,6.0
61401,Dandin Mahe,Shagari,Sokoto,2013,6,0.0,1.0,1.0
61410,Shagari,Shagari,Sokoto,2020,3,0.0,1.0,1.0
61501,Gande,Silame,Sokoto,2024,12,10.0,0.0,10.0
61504,Marafa,Silame,Sokoto,2020,8,0.0,1.0,1.0
61606,Magajin Gari B,Sokoto North,Sokoto,2021,11,1.0,0.0,1.0
61606,Magajin Gari B,Sokoto North,Sokoto,2021,12,10.0,0.0,10.0
61606,Magajin Gari B,Sokoto North,Sokoto,2023,9,0.0,5.0,5.0
61606,Magajin Gari B,Sokoto North,Sokoto,2024,3,1.0,0.0,1.0
61708,Sarkin Zamfara A,Sokoto South,Sokoto,2021,5,1.0,0.0,1.0
61710,Tudun Wada A,Sokoto South,Sokoto,2023,8,0.0,1.0,1.0
61806,Jabo-Kagara,Tambuwal,Sokoto,2024,8,0.0,3.0,3.0
61811,Tambuwal,Tambuwal,Sokoto,2011,8,6.0,0.0,6.0
61901,Gidan Madi,Tangaza,Sokoto,2020,9,2.0,0.0,2.0
61901,Gidan Madi,Tangaza,Sokoto,2020,11,1.0,0.0,1.0
61901,Gidan Madi,Tangaza,Sokoto,2021,9,2.0,8.0,10.0
61901,Gidan Madi,Tangaza,Sokoto,2024,7,0.0,1.0,1.0
61902,Kalanjeni,Tangaza,Sokoto,2024,5,0.0,5.0,5.0
61902,Kalanjeni,Tangaza,Sokoto,2025,4,0.0,3.0,3.0
61904,Magonho,Tangaza,Sokoto,2025,4,0.0,3.0,3.0
61904,Magonho,Tangaza,Sokoto,2025,7,0.0,15.0,15.0
61905,Raka,Tangaza,Sokoto,2022,12,0.0,5.0,5.0
61905,Raka,Tangaza,Sokoto,2023,6,0.0,18.0,18.0
61905,Raka,Tangaza,Sokoto,2023,11,0.0,4.0,4.0
61906,Ruwa Wuri,Tangaza,Sokoto,2018,1,0.0,1.0,1.0
61906,Ruwa Wuri,Tangaza,Sokoto,2023,11,0.0,3.0,3.0
61906,Ruwa Wuri,Tangaza,Sokoto,2024,4,1.0,0.0,1.0
61906,Ruwa Wuri,Tangaza,Sokoto,2025,6,0.0,6.0,6.0
61907,Sakkwai,Tangaza,Sokoto,2023,10,3.0,4.0,7.0
61908,Salewa,Tangaza,Sokoto,2023,12,2.0,0.0,2.0
61908,Salewa,Tangaza,Sokoto,2024,12,3.0,0.0,3.0
61908,Salewa,Tangaza,Sokoto,2025,5,0.0,13.0,13.0
61908,Salewa,Tangaza,Sokoto,2025,6,0.0,8.0,8.0
61910,Tangaza,Tangaza,Sokoto,2023,6,0.0,17.0,17.0
61910,Tangaza,Tangaza,Sokoto,2023,11,4.0,0.0,4.0
61910,Tangaza,Tangaza,Sokoto,2025,3,1.0,1.0,2.0
62001,Dangulbi,Tureta,Sokoto,2019,5,1.0,0.0,1.0
62002,Duma,Tureta,Sokoto,2022,7,0.0,28.0,28.0
62004,Gidan Kare,Tureta,Sokoto,2019,10,0.0,1.0,1.0
62007,Lamba Tureta,Tureta,Sokoto,2021,9,0.0,6.0,6.0
62010,Tureta,Tureta,Sokoto,2019,10,0.0,2.0,2.0
62010,Tureta,Tureta,Sokoto,2022,2,0.0,1.0,1.0
62010,Tureta,Tureta,Sokoto,2022,6,3.0,0.0,3.0
62101,Arkilla,Wamakko,Sokoto,2000,9,0.0,1.0,1.0
62101,Arkilla,Wamakko,Sokoto,2005,2,0.0,4.0,4.0
62101,Arkilla,Wamakko,Sokoto,2005,5,0.0,3.0,3.0
62101,Arkilla,Wamakko,Sokoto,2007,7,1.0,2.0,3.0
62101,Arkilla,Wamakko,Sokoto,2007,8,0.0,1.0,1.0
62101,Arkilla,Wamakko,Sokoto,2010,3,0.0,1.0,1.0
62101,Arkilla,Wamakko,Sokoto,2012,5,2.0,0.0,2.0
62101,Arkilla,Wamakko,Sokoto,2012,7,6.0,0.0,6.0
62101,Arkilla,Wamakko,Sokoto,2013,3,4.0,0.0,4.0
62101,Arkilla,Wamakko,Sokoto,2013,4,1.0,0.0,1.0
62101,Arkilla,Wamakko,Sokoto,2013,7,1.0,0.0,1.0
62101,Arkilla,Wamakko,Sokoto,2015,1,0.0,1.0,1.0
62101,Arkilla,Wamakko,Sokoto,2016,10,0.0,1.0,1.0
62101,Arkilla,Wamakko,Sokoto,2018,10,0.0,1.0,1.0
62101,Arkilla,Wamakko,Sokoto,2020,7,3.0,0.0,3.0
62101,Arkilla,Wamakko,Sokoto,2020,9,1.0,0.0,1.0
62101,Arkilla,Wamakko,Sokoto,2020,12,2.0,0.0,2.0
62101,Arkilla,Wamakko,Sokoto,2021,1,0.0,7.0,7.0
62101,Arkilla,Wamakko,Sokoto,2021,8,3.0,0.0,3.0
62101,Arkilla,Wamakko,Sokoto,2024,2,0.0,2.0,2.0
62102,Bado,Wamakko,Sokoto,2021,1,1.0,0.0,1.0
62105,Gidan Hamidu,Wamakko,Sokoto,2024,11,0.0,1.0,1.0
62108,Kalambaina,Wamakko,Sokoto,2021,5,1.0,0.0,1.0
62111,Wamakko,Wamakko,Sokoto,2013,3,3.0,0.0,3.0
62203,Chacho-Marnona,Wurno,Sokoto,2024,11,0.0,3.0,3.0
62205,Dinawa,Wurno,Sokoto,2024,7,0.0,1.0,1.0
62206,Kwargaba,Wurno,Sokoto,2021,7,0.0,2.0,2.0
62206,Kwargaba,Wurno,Sokoto,2022,3,0.0,2.0,2.0
62206,Kwargaba,Wurno,Sokoto,2023,6,0.0,2.0,2.0
62206,Kwargaba,Wurno,Sokoto,2023,7,3.0,0.0,3.0
62206,Kwargaba,Wurno,Sokoto,2023,9,3.0,0.0,3.0
62206,Kwargaba,Wurno,Sokoto,2023,10,0.0,8.0,8.0
62206,Kwargaba,Wurno,Sokoto,2023,12,3.0,2.0,5.0
62206,Kwargaba,Wurno,Sokoto,2024,2,5.0,0.0,5.0
62307,Dagawa,Yabo,Sokoto,2024,3,0.0,1.0,1.0
62308,Torankawa,Yabo,Sokoto,2024,12,0.0,2.0,2.0
62309,Yabo A,Yabo,Sokoto,2012,8,1.0,0.0,1.0
62309,Yabo A,Yabo,Sokoto,2025,4,0.0,1.0,1.0
70105,Zango,Bade,Yobe,2012,11,4.0,0.0,4.0
70105,Zango,Bade,Yobe,2013,4,7.0,0.0,7.0
70105,Zango,Bade,Yobe,2020,9,4.0,0.0,4.0
70105,Zango,Bade,Yobe,2020,12,0.0,3.0,3.0
70105,Zango,Bade,Yobe,2022,1,1.0,0.0,1.0
70105,Zango,Bade,Yobe,2022,4,0.0,1.0,1.0
70105,Zango,Bade,Yobe,2025,6,1.0,0.0,1.0
70202,Kaliyari,Bursari,Yobe,2022,3,0.0,2.0,2.0
70203,Kurnawa,Bursari,Yobe,2023,10,4.0,0.0,4.0
70205,Dapchi,Bursari,Yobe,2015,6,0.0,10.0,10.0
70205,Dapchi,Bursari,Yobe,2018,2,2.0,0.0,2.0
70205,Dapchi,Bursari,Yobe,2020,3,8.0,0.0,8.0
70205,Dapchi,Bursari,Yobe,2020,5,6.0,0.0,6.0
70205,Dapchi,Bursari,Yobe,2020,10,7.0,0.0,7.0
70209,Bayamari,Bursari,Yobe,2021,2,13.0,0.0,13.0
70306,Kukareta Warsala,Damaturu,Yobe,2018,12,28.0,0.0,28.0
70306,Kukareta Warsala,Damaturu,Yobe,2024,2,3.0,2.0,5.0
70310,Sasawa / Kabaru,Damaturu,Yobe,2017,10,8.0,0.0,8.0
70310,Sasawa / Kabaru,Damaturu,Yobe,2018,7,10.0,0.0,10.0
70310,Sasawa / Kabaru,Damaturu,Yobe,2024,9,1.0,0.0,1.0
70311,Bindigari Pawari,Damaturu,Yobe,2002,2,14.0,0.0,14.0
70311,Bindigari Pawari,Damaturu,Yobe,2010,3,1.0,0.0,1.0
70311,Bindigari Pawari,Damaturu,Yobe,2010,8,1.0,0.0,1.0
70311,Bindigari Pawari,Damaturu,Yobe,2011,11,0.0,126.0,126.0
70311,Bindigari Pawari,Damaturu,Yobe,2011,12,50.0,6.0,56.0
70311,Bindigari Pawari,Damaturu,Yobe,2012,1,0.0,3.0,3.0
70311,Bindigari Pawari,Damaturu,Yobe,2012,4,0.0,10.0,10.0
70311,Bindigari Pawari,Damaturu,Yobe,2012,5,1.0,0.0,1.0
70311,Bindigari Pawari,Damaturu,Yobe,2012,6,11.0,3.0,14.0
70311,Bindigari Pawari,Damaturu,Yobe,2012,7,4.0,0.0,4.0
70311,Bindigari Pawari,Damaturu,Yobe,2012,8,13.0,0.0,13.0
70311,Bindigari Pawari,Damaturu,Yobe,2012,9,35.0,0.0,35.0
70311,Bindigari Pawari,Damaturu,Yobe,2012,10,30.0,0.0,30.0
70311,Bindigari Pawari,Damaturu,Yobe,2013,6,0.0,11.0,11.0
70311,Bindigari Pawari,Damaturu,Yobe,2013,8,6.0,0.0,6.0
70311,Bindigari Pawari,Damaturu,Yobe,2013,9,0.0,3.0,3.0
70311,Bindigari Pawari,Damaturu,Yobe,2013,10,56.0,0.0,56.0
70311,Bindigari Pawari,Damaturu,Yobe,2014,5,0.0,9.0,9.0
70311,Bindigari Pawari,Damaturu,Yobe,2014,6,0.0,14.0,14.0
70311,Bindigari Pawari,Damaturu,Yobe,2014,12,40.0,0.0,40.0
70311,Bindigari Pawari,Damaturu,Yobe,2015,1,14.0,0.0,14.0
70311,Bindigari Pawari,Damaturu,Yobe,2015,2,0.0,13.0,13.0
70311,Bindigari Pawari,Damaturu,Yobe,2015,5,0.0,7.0,7.0
70311,Bindigari Pawari,Damaturu,Yobe,2015,7,8.0,65.0,73.0
70311,Bindigari Pawari,Damaturu,Yobe,2015,8,0.0,7.0,7.0
70311,Bindigari Pawari,Damaturu,Yobe,2015,10,0.0,18.0,18.0
70311,Bindigari Pawari,Damaturu,Yobe,2016,3,20.0,0.0,20.0
70311,Bindigari Pawari,Damaturu,Yobe,2016,12,5.0,0.0,5.0
70311,Bindigari Pawari,Damaturu,Yobe,2017,2,0.0,2.0,2.0
70311,Bindigari Pawari,Damaturu,Yobe,2017,4,21.0,0.0,21.0
70311,Bindigari Pawari,Damaturu,Yobe,2017,7,12.0,0.0,12.0
70311,Bindigari Pawari,Damaturu,Yobe,2018,12,14.0,0.0,14.0
70311,Bindigari Pawari,Damaturu,Yobe,2019,12,32.0,0.0,32.0
70311,Bindigari Pawari,Damaturu,Yobe,2020,1,2.0,0.0,2.0
70311,Bindigari Pawari,Damaturu,Yobe,2020,8,3.0,3.0,6.0
70311,Bindigari Pawari,Damaturu,Yobe,2021,1,18.0,0.0,18.0
70311,Bindigari Pawari,Damaturu,Yobe,2021,3,10.0,0.0,10.0
70311,Bindigari Pawari,Damaturu,Yobe,2021,9,0.0,1.0,1.0
70311,Bindigari Pawari,Damaturu,Yobe,2022,8,3.0,0.0,3.0
70311,Bindigari Pawari,Damaturu,Yobe,2022,9,3.0,0.0,3.0
70311,Bindigari Pawari,Damaturu,Yobe,2023,1,0.0,2.0,2.0
70311,Bindigari Pawari,Damaturu,Yobe,2023,5,0.0,1.0,1.0
70311,Bindigari Pawari,Damaturu,Yobe,2025,3,3.0,0.0,3.0
70402,Fika Anze,Fika,Yobe,2012,11,2.0,0.0,2.0
70402,Fika Anze,Fika,Yobe,2015,8,0.0,4.0,4.0
70402,Fika Anze,Fika,Yobe,2015,11,0.0,7.0,7.0
70402,Fika Anze,Fika,Yobe,2021,4,0.0,11.0,11.0
70403,Gadaka / She,Fika,Yobe,2011,12,0.0,6.0,6.0
70403,Gadaka / She,Fika,Yobe,2014,12,0.0,6.0,6.0
70405,Janga,Fika,Yobe,2024,4,1.0,0.0,1.0
70405,Janga,Fika,Yobe,2024,8,1.0,0.0,1.0
70407,Ngalda / Dumb,Fika,Yobe,2013,2,0.0,6.0,6.0
70407,Ngalda / Dumb,Fika,Yobe,2014,2,1.0,19.0,20.0
70407,Ngalda / Dumb,Fika,Yobe,2015,8,0.0,5.0,5.0
70407,Ngalda / Dumb,Fika,Yobe,2025,7,2.0,0.0,2.0
70409,Turmi Malori,Fika,Yobe,2024,2,0.0,1.0,1.0
70502,Damagum A,Fune,Yobe,2012,3,4.0,0.0,4.0
70502,Damagum A,Fune,Yobe,2013,8,0.0,2.0,2.0
70505,Daura B,Fune,Yobe,2012,10,0.0,17.0,17.0
70508,Kollere Kafaje,Fune,Yobe,2025,1,1.0,0.0,1.0
70508,Kollere Kafaje,Fune,Yobe,2025,2,2.0,0.0,2.0
70509,Ngelzarma A,Fune,Yobe,2013,1,1.0,0.0,1.0
70510,Damagum B,Fune,Yobe,2012,3,4.0,0.0,4.0
70510,Damagum B,Fune,Yobe,2013,8,0.0,2.0,2.0
70601,Futchimiram,Geidam,Yobe,2023,7,0.0,1.0,1.0
70602,Borko,Geidam,Yobe,2014,5,0.0,15.0,15.0
70605,Kusur,Geidam,Yobe,2023,10,0.0,17.0,17.0
70606,Fukurti,Geidam,Yobe,2012,12,0.0,5.0,5.0
70606,Fukurti,Geidam,Yobe,2014,5,0.0,20.0,20.0
70606,Fukurti,Geidam,Yobe,2016,9,2.0,0.0,2.0
70606,Fukurti,Geidam,Yobe,2020,6,0.0,3.0,3.0
70607,Jororo,Geidam,Yobe,2023,10,2.0,0.0,2.0
70608,Gumsa,Geidam,Yobe,2020,12,0.0,2.0,2.0
70608,Gumsa,Geidam,Yobe,2023,10,0.0,20.0,20.0
70609,Kolori,Geidam,Yobe,2004,1,1.0,0.0,1.0
70609,Kolori,Geidam,Yobe,2011,11,3.0,0.0,3.0
70609,Kolori,Geidam,Yobe,2013,3,10.0,0.0,10.0
70609,Kolori,Geidam,Yobe,2014,12,0.0,20.0,20.0
70609,Kolori,Geidam,Yobe,2015,10,10.0,0.0,10.0
70609,Kolori,Geidam,Yobe,2015,12,5.0,0.0,5.0
70609,Kolori,Geidam,Yobe,2016,9,2.0,0.0,2.0
70609,Kolori,Geidam,Yobe,2017,10,2.0,0.0,2.0
70609,Kolori,Geidam,Yobe,2019,1,8.0,0.0,8.0
70609,Kolori,Geidam,Yobe,2020,1,2.0,0.0,2.0
70609,Kolori,Geidam,Yobe,2020,4,13.0,0.0,13.0
70609,Kolori,Geidam,Yobe,2020,6,0.0,3.0,3.0
70609,Kolori,Geidam,Yobe,2020,12,0.0,4.0,4.0
70609,Kolori,Geidam,Yobe,2021,2,4.0,0.0,4.0
70609,Kolori,Geidam,Yobe,2021,3,2.0,0.0,2.0
70609,Kolori,Geidam,Yobe,2021,4,34.0,0.0,34.0
70609,Kolori,Geidam,Yobe,2022,4,0.0,11.0,11.0
70609,Kolori,Geidam,Yobe,2022,9,1.0,0.0,1.0
70609,Kolori,Geidam,Yobe,2023,3,1.0,0.0,1.0
70609,Kolori,Geidam,Yobe,2023,8,2.0,0.0,2.0
70609,Kolori,Geidam,Yobe,2023,10,1.0,0.0,1.0
70609,Kolori,Geidam,Yobe,2023,11,100.0,0.0,100.0
70609,Kolori,Geidam,Yobe,2024,1,2.0,5.0,7.0
70609,Kolori,Geidam,Yobe,2024,10,10.0,1.0,11.0
70609,Kolori,Geidam,Yobe,2024,11,0.0,1.0,1.0
70611,Hausari,Geidam,Yobe,2024,8,0.0,3.0,3.0
70701,Buni Gari,Gujba,Yobe,2018,12,22.0,0.0,22.0
70701,Buni Gari,Gujba,Yobe,2019,11,10.0,0.0,10.0
70701,Buni Gari,Gujba,Yobe,2020,4,100.0,0.0,100.0
70701,Buni Gari,Gujba,Yobe,2020,5,9.0,0.0,9.0
70701,Buni Gari,Gujba,Yobe,2020,9,3.0,0.0,3.0
70701,Buni Gari,Gujba,Yobe,2020,10,4.0,0.0,4.0
70701,Buni Gari,Gujba,Yobe,2020,11,6.0,0.0,6.0
70701,Buni Gari,Gujba,Yobe,2021,1,30.0,0.0,30.0
70701,Buni Gari,Gujba,Yobe,2021,7,3.0,0.0,3.0
70701,Buni Gari,Gujba,Yobe,2021,9,1.0,0.0,1.0
70701,Buni Gari,Gujba,Yobe,2023,4,0.0,10.0,10.0
70701,Buni Gari,Gujba,Yobe,2023,11,6.0,0.0,6.0
70701,Buni Gari,Gujba,Yobe,2025,3,8.0,0.0,8.0
70701,Buni Gari,Gujba,Yobe,2025,6,1.0,0.0,1.0
70702,Buni Yadi,Gujba,Yobe,2012,11,3.0,0.0,3.0
70702,Buni Yadi,Gujba,Yobe,2013,9,100.0,0.0,100.0
70702,Buni Yadi,Gujba,Yobe,2014,2,0.0,43.0,43.0
70702,Buni Yadi,Gujba,Yobe,2014,4,0.0,20.0,20.0
70702,Buni Yadi,Gujba,Yobe,2014,5,45.0,0.0,45.0
70702,Buni Yadi,Gujba,Yobe,2014,8,0.0,3.0,3.0
70702,Buni Yadi,Gujba,Yobe,2015,7,0.0,9.0,9.0
70702,Buni Yadi,Gujba,Yobe,2015,8,5.0,50.0,55.0
70702,Buni Yadi,Gujba,Yobe,2017,1,45.0,0.0,45.0
70702,Buni Yadi,Gujba,Yobe,2017,9,0.0,2.0,2.0
70702,Buni Yadi,Gujba,Yobe,2018,3,0.0,1.0,1.0
70702,Buni Yadi,Gujba,Yobe,2019,1,4.0,0.0,4.0
70702,Buni Yadi,Gujba,Yobe,2019,2,12.0,0.0,12.0
70702,Buni Yadi,Gujba,Yobe,2019,9,2.0,0.0,2.0
70702,Buni Yadi,Gujba,Yobe,2020,5,17.0,0.0,17.0
70702,Buni Yadi,Gujba,Yobe,2021,9,2.0,0.0,2.0
70702,Buni Yadi,Gujba,Yobe,2021,11,10.0,0.0,10.0
70702,Buni Yadi,Gujba,Yobe,2022,7,0.0,1.0,1.0
70702,Buni Yadi,Gujba,Yobe,2022,11,0.0,2.0,2.0
70702,Buni Yadi,Gujba,Yobe,2023,9,0.0,3.0,3.0
70702,Buni Yadi,Gujba,Yobe,2023,10,0.0,1.0,1.0
70702,Buni Yadi,Gujba,Yobe,2023,12,0.0,1.0,1.0
70702,Buni Yadi,Gujba,Yobe,2024,1,1.0,0.0,1.0
70702,Buni Yadi,Gujba,Yobe,2024,2,1.0,0.0,1.0
70702,Buni Yadi,Gujba,Yobe,2024,4,0.0,1.0,1.0
70702,Buni Yadi,Gujba,Yobe,2024,6,0.0,3.0,3.0
70702,Buni Yadi,Gujba,Yobe,2024,7,0.0,1.0,1.0
70702,Buni Yadi,Gujba,Yobe,2024,8,0.0,1.0,1.0
70702,Buni Yadi,Gujba,Yobe,2024,10,0.0,1.0,1.0
70702,Buni Yadi,Gujba,Yobe,2024,11,4.0,3.0,7.0
70702,Buni Yadi,Gujba,Yobe,2024,12,0.0,1.0,1.0
70702,Buni Yadi,Gujba,Yobe,2025,1,4.0,0.0,4.0
70702,Buni Yadi,Gujba,Yobe,2025,3,0.0,2.0,2.0
70702,Buni Yadi,Gujba,Yobe,2025,4,13.0,0.0,13.0
70702,Buni Yadi,Gujba,Yobe,2025,5,4.0,0.0,4.0
70702,Buni Yadi,Gujba,Yobe,2025,6,0.0,3.0,3.0
70702,Buni Yadi,Gujba,Yobe,2025,7,0.0,2.0,2.0
70704,Goneri,Gujba,Yobe,2013,10,0.0,18.0,18.0
70704,Goneri,Gujba,Yobe,2014,3,8.0,0.0,8.0
70704,Goneri,Gujba,Yobe,2015,10,107.0,0.0,107.0
70704,Goneri,Gujba,Yobe,2016,1,17.0,0.0,17.0
70704,Goneri,Gujba,Yobe,2018,2,10.0,0.0,10.0
70704,Goneri,Gujba,Yobe,2019,1,20.0,0.0,20.0
70704,Goneri,Gujba,Yobe,2019,6,10.0,0.0,10.0
70704,Goneri,Gujba,Yobe,2020,12,1.0,0.0,1.0
70704,Goneri,Gujba,Yobe,2021,1,3.0,0.0,3.0
70704,Goneri,Gujba,Yobe,2021,2,25.0,0.0,25.0
70704,Goneri,Gujba,Yobe,2021,3,0.0,1.0,1.0
70704,Goneri,Gujba,Yobe,2021,8,0.0,3.0,3.0
70704,Goneri,Gujba,Yobe,2022,1,2.0,0.0,2.0
70704,Goneri,Gujba,Yobe,2022,4,0.0,3.0,3.0
70704,Goneri,Gujba,Yobe,2023,2,20.0,0.0,20.0
70704,Goneri,Gujba,Yobe,2023,3,1.0,0.0,1.0
70704,Goneri,Gujba,Yobe,2023,9,6.0,0.0,6.0
70704,Goneri,Gujba,Yobe,2024,7,3.0,0.0,3.0
70704,Goneri,Gujba,Yobe,2025,6,3.0,0.0,3.0
70705,Gotala Gotumba,Gujba,Yobe,2024,11,0.0,3.0,3.0
70705,Gotala Gotumba,Gujba,Yobe,2025,6,0.0,3.0,3.0
70706,Ngurbuwa,Gujba,Yobe,2022,2,3.0,0.0,3.0
70706,Ngurbuwa,Gujba,Yobe,2024,2,4.0,0.0,4.0
70707,Wagir,Gujba,Yobe,2015,6,0.0,10.0,10.0
70707,Wagir,Gujba,Yobe,2023,9,0.0,1.0,1.0
70708,Gujba,Gujba,Yobe,2008,9,0.0,2.0,2.0
70708,Gujba,Gujba,Yobe,2013,9,0.0,42.0,42.0
70708,Gujba,Gujba,Yobe,2013,10,40.0,0.0,40.0
70708,Gujba,Gujba,Yobe,2014,3,0.0,3.0,3.0
70708,Gujba,Gujba,Yobe,2014,4,0.0,3.0,3.0
70708,Gujba,Gujba,Yobe,2014,7,0.0,8.0,8.0
70708,Gujba,Gujba,Yobe,2015,1,0.0,25.0,25.0
70708,Gujba,Gujba,Yobe,2015,7,0.0,10.0,10.0
70708,Gujba,Gujba,Yobe,2016,11,12.0,0.0,12.0
70708,Gujba,Gujba,Yobe,2017,1,13.0,0.0,13.0
70708,Gujba,Gujba,Yobe,2017,2,18.0,0.0,18.0
70708,Gujba,Gujba,Yobe,2017,4,0.0,1.0,1.0
70708,Gujba,Gujba,Yobe,2017,10,1.0,0.0,1.0
70708,Gujba,Gujba,Yobe,2017,11,0.0,1.0,1.0
70708,Gujba,Gujba,Yobe,2020,10,0.0,1.0,1.0
70708,Gujba,Gujba,Yobe,2021,1,29.0,0.0,29.0
70708,Gujba,Gujba,Yobe,2021,6,3.0,0.0,3.0
70708,Gujba,Gujba,Yobe,2021,7,2.0,0.0,2.0
70708,Gujba,Gujba,Yobe,2021,10,10.0,0.0,10.0
70708,Gujba,Gujba,Yobe,2022,1,2.0,2.0,4.0
70708,Gujba,Gujba,Yobe,2022,2,20.0,0.0,20.0
70708,Gujba,Gujba,Yobe,2022,4,0.0,1.0,1.0
70708,Gujba,Gujba,Yobe,2022,7,3.0,0.0,3.0
70708,Gujba,Gujba,Yobe,2022,9,5.0,0.0,5.0
70708,Gujba,Gujba,Yobe,2023,7,0.0,1.0,1.0
